Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Zhong Hua International Holdings Limited,中華國際控股有限公司,01064,Current,HO Tsam Hung,何湛雄,Executive Director,,1997-05-23,2008-08-28
Zhong Hua International Holdings Limited,中華國際控股有限公司,01064,Current,HO Kam Hung,何鑑雄,Executive Director,Managing Director,1997-09-26,
TCL Electronics Holdings Limited,TCL電子控股有限公司,01070,Current,HU Qiu Sheng,胡秋生,Executive Director,,1999-09-14,2006-06-30
TCL Electronics Holdings Limited,TCL電子控股有限公司,01070,Current,LI Dong Sheng,李東生,Executive Director,,1999-09-14,2017-09-22
TCL Electronics Holdings Limited,TCL電子控股有限公司,01070,Current,HAN Fang Ming,韓方明,Independent Non Executive Director,,1999-09-14,2006-06-08
Huadian Power International Corporation Limited,華電國際電力股份有限公司,01071,Current,TIAN Pei Ting,田沛亭,Executive Director,,1999-12-29,2007-06-12
Huadian Power International Corporation Limited,華電國際電力股份有限公司,01071,Current,CHEN Jian Hua,陳建華,Executive Director,,1998-09-28,2015-03-30
Huadian Power International Corporation Limited,華電國際電力股份有限公司,01071,Current,ZHANG Bing Ju,張炳炬,Non Executive Director,,1999-10-28,2007-06-12
Da Yu Financial Holdings Limited,大禹金融控股有限公司,01073,Current,WU Shao Ning,吳少寧,Executive Director,"Chairman, CEO",1999-09-10,2015-07-22
Da Yu Financial Holdings Limited,大禹金融控股有限公司,01073,Current,YANG Zhou Ya,楊卓亞,Executive Director,Managing Director,1999-09-21,2012-04-26
Da Yu Financial Holdings Limited,大禹金融控股有限公司,01073,Current,LAM Ming Yung,林明勇,Independent Non Executive Director,,1999-09-21,2011-12-15
PINE Technology Holdings Limited,松景科技控股有限公司,01079,Current,CHIU Hang Chin Samson,趙亨展,Executive Director,,1999-11-09,2017-07-04
PINE Technology Holdings Limited,松景科技控股有限公司,01079,Current,CHIU Hang Tai,趙亨泰,Executive Director,,1999-09-20,2020-12-02
CSPC Pharmaceutical Group Limited,石藥集團有限公司,01093,Current,CAI Dong Chen,蔡東晨,Executive Director,Chairman,1997-04-25,
i-Cable Communications Limited,有線寬頻通訊有限公司,01097,Current,NG Tin Hoi Stephen,吳天海,Executive Director,"Chairman, CEO",1999-09-20,2017-09-15
i-Cable Communications Limited,有線寬頻通訊有限公司,01097,Current,HU Fa Kuang,胡法光,Independent Non Executive Director,,1999-09-20,2007-05-17
China Resources Land Limited,華潤置地有限公司,01109,Current,LAU Pak Shing,劉百成,Executive Director,,1998-04-03,2006-02-20
China Resources Land Limited,華潤置地有限公司,01109,Current,WANG Shi,王石,Independent Non Executive Director,,1997-04-02,2017-06-02
China National Aviation Company Limited,中航興業有限公司,01110,Delisted,CHUANG Shih Ping,莊世平,Executive Director,,1997-04-13,2007-01-24
China National Aviation Company Limited,中航興業有限公司,01110,Delisted,ZHANG Xian Lin,張憲林,Executive Director,,1997-04-13,2007-01-24
China National Aviation Company Limited,中航興業有限公司,01110,Delisted,TSANG Hing Kwong Thomas,曾慶光,Executive Director,,1997-02-10,2007-01-24
China National Aviation Company Limited,中航興業有限公司,01110,Delisted,LOK Kung Nam Peter,樂鞏南,Independent Non Executive Director,,1997-04-13,2007-01-24
China National Aviation Company Limited,中航興業有限公司,01110,Delisted,LI Kwok Heem John,李國謙,Independent Non Executive Director - A/F,,1999-10-28,2007-01-24
China National Aviation Company Limited,中航興業有限公司,01110,Delisted,HU Hung Lick Henry,胡鴻烈,Independent Non Executive Director,,1997-04-21,2007-01-24
China National Aviation Company Limited,中航興業有限公司,01110,Delisted,HO Tsu Kwok Charles,何柱國,Independent Non Executive Director,,1997-08-20,2007-01-24
Chong Hing Bank Limited,創興銀行有限公司,01111,Delisted,LIU Tit Shing Don,廖鐵城,Executive Director,,1997-07-23,2016-05-13
Chong Hing Bank Limited,創興銀行有限公司,01111,Delisted,CHIRANAKHORN Wanchai,謝德耀,Independent Non Executive Director,,1998-09-17,2017-01-22
Chong Hing Bank Limited,創興銀行有限公司,01111,Delisted,LIU Chun Ning Wilfred,廖俊寧,Executive Director,,1998-05-19,2014-02-14
Chong Hing Bank Limited,創興銀行有限公司,01111,Delisted,LIU Andrew,廖駿倫,Non Executive Director,,1999-05-10,2012-12-31
Golik Holdings Limited,高力集團有限公司,01118,Current,YU Kwok Kan Stephen,俞國根,Independent Non Executive Director - A/F,,1997-07-23,2023-06-09
China-Hongkong Photo Products Holdings Limited,中港照相器材集團有限公司,01123,Current,WONG Chi Yun Allan,黃子欣,Independent Non Executive Director,,1997-10-28,
Coastal Greenland Limited,沿海綠色家園有限公司,01124,Current,TANG Lap Yan,鄧立人,Independent Non Executive Director,,1997-09-20,2013-06-16
Coastal Greenland Limited,沿海綠色家園有限公司,01124,Current,CHAN Boon Teong,曾文仲,Executive Director,Chairman,1997-03-05,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,01124,Current,CHENG Wing Bor,鄭榮波,Executive Director,,1997-03-05,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,01124,Current,LIN Chen Hsin,林振新,Executive Director,,1997-03-05,2012-12-31
Coastal Greenland Limited,沿海綠色家園有限公司,01124,Current,ZHENG Hong Qing,鄭洪慶,Non Executive Director,,1997-09-20,2010-03-22
Coastal Greenland Limited,沿海綠色家園有限公司,01124,Current,JIANG Ming,江鳴,Executive Director,Managing Director,1997-03-05,
Coastal Greenland Limited,沿海綠色家園有限公司,01124,Current,TAO Lin,陶林,Executive Director,,1997-03-05,2018-12-14
Lai Fung Holdings Limited,麗豐控股有限公司,01125,Current,WONG Yee Sui Andrew,王怡瑞,Independent Non Executive Director - A/F,,1999-12-01,2008-12-23
Lai Fung Holdings Limited,麗豐控股有限公司,01125,Current,LAM Kin Ming,林建名,Executive Director,,1997-09-08,2021-01-08
Sinopec Zhenhai Refining & Chemical Company Limited,中國石化鎮海煉油化工股份有限公司,01128,Delisted,XU Li Qiao,徐立喬,Executive Director,,1997-06-20,2006-03-24
China Environmental Resources Group Limited,中國環境資源集團有限公司,01130,Current,CHEN Miao Zhu,陳妙珠,Executive Director,,1997-03-22,2006-03-06
China Environmental Resources Group Limited,中國環境資源集團有限公司,01130,Current,LO King Fat Lawrence,盧敬發,Executive Director,,1997-03-07,2010-01-19
China Environmental Resources Group Limited,中國環境資源集團有限公司,01130,Current,FU Zi Cong,傅子聰,Executive Director,,1997-03-22,2008-12-12
China Environmental Resources Group Limited,中國環境資源集團有限公司,01130,Current,TAN Sim Chew,陳星洲,Executive Director,Chairman,1997-03-22,2010-05-14
Agritrade Resources Limited,鴻寶資源有限公司,01131,Delisted,TSUI Wing Yin Jeff,徐永賢,Independent Non Executive Director,,1997-02-13,2010-08-24
Agritrade Resources Limited,鴻寶資源有限公司,01131,Delisted,LAU Chung Man Louis,劉仲文,Independent Non Executive Director - A/F,,1997-02-13,2006-08-31
Agritrade Resources Limited,鴻寶資源有限公司,01131,Delisted,LI Mei Lin,李美蓮,Executive Director,,1997-02-13,2012-08-27
Agritrade Resources Limited,鴻寶資源有限公司,01131,Delisted,LI Man Ching Rocky,李萬程,Executive Director,,1997-02-13,2012-08-27
Agritrade Resources Limited,鴻寶資源有限公司,01131,Delisted,LI Man Shun,李萬順,Executive Director,,1997-02-13,2010-08-24
Orange Sky Golden Harvest Entertainment (Holdings) Limited,橙天嘉禾娛樂(集團)有限公司,01132,Current,PHOON Chiong Kit,潘從傑,Executive Director,Managing Director,1998-03-25,2007-12-21
Harbin Electric Company Limited,哈爾濱電氣股份有限公司,01133,Current,ZHAO Ke Fei,趙克非,Executive Director,,1997-09-30,2008-06-23
Harbin Electric Company Limited,哈爾濱電氣股份有限公司,01133,Current,DU Xing You,都興有,Independent Non Executive Director,,1997-09-30,2006-09-29
Asia Satellite Telecommunications Holdings Limited,亞洲衛星控股有限公司,01135,Delisted,JU Wei Min,居偉民,Non Executive Director,,1998-10-12,2019-06-18
Asia Satellite Telecommunications Holdings Limited,亞洲衛星控股有限公司,01135,Delisted,DING Yu Cheng,丁宇澄,Non Executive Director,,1999-01-15,2010-01-22
Asia Satellite Telecommunications Holdings Limited,亞洲衛星控股有限公司,01135,Delisted,BAUSCH Romain,鮑世文,Non Executive Director,Chairman,1999-01-15,2007-03-29
TCC International Holdings Limited,台泥國際集團有限公司,01136,Delisted,HUI-BON-HOA Khien Piau Pierre,黃慶杓,Non Executive Director,,1997-08-07,2006-06-26
TCC International Holdings Limited,台泥國際集團有限公司,01136,Delisted,WU Yih Chin,吳義欽,Executive Director,Managing Director,1997-07-04,2016-05-25
TCC International Holdings Limited,台泥國際集團有限公司,01136,Delisted,SHAN Wei jian,單偉健,Independent Non Executive Director,,1997-08-07,2006-06-09
TCC International Holdings Limited,台泥國際集團有限公司,01136,Delisted,KOO Cheng Yun Leslie,辜成允,Executive Director,Chairman,1997-08-07,2017-01-23
TCC International Holdings Limited,台泥國際集團有限公司,01136,Delisted,LIAO Poon Huai Donald,廖本懷,Independent Non Executive Director,,1997-08-07,2017-11-20
Hong Kong Technology Venture Company Limited,香港科技探索有限公司,01137,Current,SIO Veng Kuan Corinna,蕭詠筠,Executive Director,,1997-06-17,2006-01-01
Hong Kong Technology Venture Company Limited,香港科技探索有限公司,01137,Current,CHAN Kin Man,陳健民,Independent Non Executive Director,,1997-06-17,2013-06-07
Hong Kong Technology Venture Company Limited,香港科技探索有限公司,01137,Current,LEE Hon Ying John,李漢英,Independent Non Executive Director,,1997-06-17,
COSCO SHIPPING Energy Transportation Co Ltd,中遠海運能源運輸股份有限公司,01138,Current,WANG Da Xiong,王大雄,Executive Director,,1997-08-26,2014-03-18
Victory Group Limited,華多利集團有限公司,01139,Delisted,CHAN Chun Choi,陳進財,Executive Director,Chairman,1997-08-26,
"Zoomlion Heavy Industry Science and Technology Co., Ltd.",中聯重科股份有限公司,01157,Current,ZHAN Chun Xin,詹純新,Executive Director,"Chairman, CEO",1999-08-08,
"Zoomlion Heavy Industry Science and Technology Co., Ltd.",中聯重科股份有限公司,01157,Current,LIU Quan,劉權,Executive Director,,1999-08-08,2015-06-29
Starlight Culture Entertainment Group Limited,星光文化娛樂集團有限公司,01159,Current,TONG Shek Lun,唐錫麟,Executive Director,Chairman,1998-02-14,2009-03-02
Starlight Culture Entertainment Group Limited,星光文化娛樂集團有限公司,01159,Current,KO Lai King Kinny,高麗琼,Executive Director,,1998-02-14,2008-10-08
Starlight Culture Entertainment Group Limited,星光文化娛樂集團有限公司,01159,Current,GOH Gen Cheung,葛根祥,Independent Non Executive Director - A/F,,1998-06-05,2009-02-09
Starlight Culture Entertainment Group Limited,星光文化娛樂集團有限公司,01159,Current,LI Ka Fai Fred,李嘉輝,Executive Director,,1998-02-14,2006-05-30
Starlight Culture Entertainment Group Limited,星光文化娛樂集團有限公司,01159,Current,SUN Yao Quan,孫耀全,Independent Non Executive Director,,1998-02-14,2009-02-01
Starlight Culture Entertainment Group Limited,星光文化娛樂集團有限公司,01159,Current,CHUNG Wai Yu Regina,鍾惠愉,Executive Director,,1998-02-14,2008-10-08
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,HSU Chen Shen,徐振森,Executive Director,"Chairman, CEO",1999-08-25,2011-06-24
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,YANG Hsien Lin,楊銑霖,Executive Director,,1999-08-25,2011-04-19
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,PAK Ping Chun,白秉臻,Executive Director,,1999-08-25,2010-12-28
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,HSU Shui Sheng,徐水盛,Executive Director,,1999-08-25,2010-06-08
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,HSU Chin Liang,徐清亮,Executive Director,,1999-10-20,2007-08-17
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,CHAN Nien Po,詹年博,Independent Non Executive Director,,1999-08-25,2007-07-15
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,HSU WEI Jui Yun,徐魏瑞雲,Executive Director,,1999-08-25,2010-01-13
Dejin Resources Group Company Limited,德金資源集團有限公司,01163,Delisted,LEUNG Hok Lim,梁學濂,Independent Non Executive Director - A/F,,1999-08-25,2008-12-31
Sinolink Worldwide Holdings Limited,百仕達控股有限公司,01168,Current,LAW Sze Lai,羅仕勵,Non Executive Director,,1997-12-17,2007-09-12
Sinolink Worldwide Holdings Limited,百仕達控股有限公司,01168,Current,OU Ya Ping,歐亞平,Executive Director,Chairman,1997-12-17,2013-08-21
Sinolink Worldwide Holdings Limited,百仕達控股有限公司,01168,Current,CHEN Wei,陳巍,Executive Director,,1997-12-17,
Kingmaker Footwear Holdings Limited,信星鞋業集團有限公司,01170,Current,KIMMEL Phillip Brian,柯民佑,Executive Director,,1999-01-01,2018-09-01
Yankuang Energy Group Company Limited,兗礦能源集團股份有限公司,01171,Current,YANG De Yu,楊德玉,Executive Director,CEO,1997-09-24,2009-12-31
Veeko International Holdings Limited,威高國際控股有限公司,01173,Current,YANG Wei Tak,楊威德,Independent Non Executive Director,,1999-11-01,2016-02-02
Veeko International Holdings Limited,威高國際控股有限公司,01173,Current,LAM Yuk Sum,林玉森,Executive Director,CEO,1999-02-25,
Veeko International Holdings Limited,威高國際控股有限公司,01173,Current,CHENG Chung Man Johnny,鄭鐘文,Executive Director,Chairman,1999-02-25,
Veeko International Holdings Limited,威高國際控股有限公司,01173,Current,CHENG Chung Hoo,鄭宗豪,Independent Non Executive Director,,1999-03-23,2010-12-25
Paradise Entertainment Limited,滙彩控股有限公司,01180,Current,HU Frank,胡以達,Independent Non Executive Director - A/F,,1999-07-15,2014-04-13
Paradise Entertainment Limited,滙彩控股有限公司,01180,Current,SHAN Shi Yong,單世勇,Executive Director,,1998-10-30,
Paradise Entertainment Limited,滙彩控股有限公司,01180,Current,CHUN Jay,陳捷,Executive Director,"Chairman, Managing Director",1999-01-18,
S.A.S. Dragon Holdings Limited,時捷集團有限公司,01184,Current,CHANG Ping Kin,張炳根,Independent Non Executive Director,,1999-10-13,2006-06-16
S.A.S. Dragon Holdings Limited,時捷集團有限公司,01184,Current,WONG Tak Yuen Adrian,王得源,Independent Non Executive Director,,1999-11-30,
China Energine International (Holdings) Limited,中國航天萬源國際(集團)有限公司,01185,Current,WANG Xiao Dong,王曉東,Executive Director,,1999-05-03,2019-07-19
China Energine International (Holdings) Limited,中國航天萬源國際(集團)有限公司,01185,Current,ZHOU Xiao Yun,周曉雲,Executive Director,,1997-05-30,2006-02-14
China Energine International (Holdings) Limited,中國航天萬源國際(集團)有限公司,01185,Current,MOH Kwen Yung,毛關勇,Independent Non Executive Director,,1997-05-30,2008-01-23
Hybrid Kinetic Group Limited,正道集團有限公司,01188,Current,YEUNG Yung,仰融,Executive Director,Chairman,1998-11-23,
Greater Bay Area Dynamic Growth Holding Limited,大灣區聚變力量控股有限公司,01189,Current,CHAN Yeuk Wai,陳若偉,Non Executive Director,,1997-08-13,2006-05-01
Greater Bay Area Dynamic Growth Holding Limited,大灣區聚變力量控股有限公司,01189,Current,LUK Yee Lin Ellen,陸綺蓮,Executive Director,,1997-08-13,2006-05-01
China Gem Holdings Limited,中國中石控股有限公司,01191,Delisted,YIP Kwong Robert,葉光,Executive Director,Chairman,1997-02-28,2007-07-20
China Gem Holdings Limited,中國中石控股有限公司,01191,Delisted,WONG King Keung Peter,黃景強,Independent Non Executive Director,,1999-12-30,2007-04-13
China Gem Holdings Limited,中國中石控股有限公司,01191,Delisted,KAM Shing,甘成,Executive Director,,1997-09-04,2007-07-09
China Resources Gas Group Limited,華潤燃氣控股有限公司,01193,Current,YU Min,俞敏,Executive Director,,1997-11-20,2006-02-28
COSCO SHIPPING Ports Limited,中遠海運港口有限公司,01199,Current,LI Kwok Po David,李國寶,Independent Non Executive Director - A/F,,1998-02-23,2012-05-17
COSCO SHIPPING Ports Limited,中遠海運港口有限公司,01199,Current,LI Jian Hong,李建紅,Executive Director,,1997-10-24,2010-10-12
Tesson Holdings Limited,天臣控股有限公司,01201,Current,HUI Bin Long,許檳榔,Executive Director,,1998-05-12,2014-06-27
Tesson Holdings Limited,天臣控股有限公司,01201,Current,WANG Feng Wu,王鳳舞,Executive Director,,1998-05-12,2015-09-21
Tesson Holdings Limited,天臣控股有限公司,01201,Current,YAU Chau Min Paul,丘少明,Executive Director,,1998-05-12,2013-07-31
Tesson Holdings Limited,天臣控股有限公司,01201,Current,LI Chun Ren,李春仁,Executive Director,,1998-05-27,2010-12-29
Tesson Holdings Limited,天臣控股有限公司,01201,Current,HUI King Chun Andrew,許經振,Executive Director,"Chairman, Managing Director",1998-05-12,2014-06-27
Tesson Holdings Limited,天臣控股有限公司,01201,Current,LAM Ping Cheung Andrew,林炳昌,Independent Non Executive Director,,1998-05-12,2006-06-26
Tesson Holdings Limited,天臣控股有限公司,01201,Current,ZHOU Jin,周勁,Executive Director,,1998-05-27,2018-06-11
Tesson Holdings Limited,天臣控股有限公司,01201,Current,NG Chi Yeung Simon,吳志揚,Independent Non Executive Director,,1998-05-12,2014-07-01
Chengdu SIWI Science and Technology Company Limited,成都四威科技股份有限公司,01202,Current,GUO Ai Qing,郭愛清,Executive Director,,1999-06-17,2012-11-13
GDH Guangnan (Holdings) Limited,粵海廣南(集團)有限公司,01203,Current,MCMAHON Gerard Joseph,,Independent Non Executive Director - A/F,,1999-06-28,
GDH Guangnan (Holdings) Limited,粵海廣南(集團)有限公司,01203,Current,TAM Wai Chu Maria,譚惠珠,Independent Non Executive Director,,1999-06-28,2017-11-01
GDH Guangnan (Holdings) Limited,粵海廣南(集團)有限公司,01203,Current,LI Kar Keung Caspar,李嘉強,Independent Non Executive Director - A/F,,1999-06-28,
SRE Group Limited,上置集團有限公司,01207,Current,YU Hai Sheng,虞海生,Executive Director,,1999-11-12,2015-02-05
SRE Group Limited,上置集團有限公司,01207,Current,SANG Rong Lin,桑榮林,Independent Non Executive Director,,1999-11-12,2007-04-01
SRE Group Limited,上置集團有限公司,01207,Current,LI Yao Min,李耀民,Executive Director,,1999-08-27,2013-04-01
SRE Group Limited,上置集團有限公司,01207,Current,CHEUNG Wing Yui,張永鋭,Non Executive Director,,1999-11-12,2015-12-04
SRE Group Limited,上置集團有限公司,01207,Current,SHI Jian,施建,Executive Director,Chairman,1999-09-12,2015-12-02
SRE Group Limited,上置集團有限公司,01207,Current,YEUNG Kwok Wing,楊國榮,Independent Non Executive Director - A/F,,1999-11-12,2009-06-03
Zhidao International (Holdings) Limited,志道國際(控股)有限公司,01220,Current,CHAU Po Fan,周寶芬,Independent Non Executive Director,,1997-05-29,2006-07-26
Zhidao International (Holdings) Limited,志道國際(控股)有限公司,01220,Current,CHOY Tak Ho,蔡德河,Independent Non Executive Director,,1998-04-30,2006-07-26
Zhidao International (Holdings) Limited,志道國際(控股)有限公司,01220,Current,KWAN Yan,關欣,Executive Director,,1997-05-29,2006-07-25
Zhidao International (Holdings) Limited,志道國際(控股)有限公司,01220,Current,YIP Wan Fung,葉蘊鋒,Executive Director,,1999-03-01,2011-08-30
Zhidao International (Holdings) Limited,志道國際(控股)有限公司,01220,Current,YIP Kim Po,葉劍波,Executive Director,Chairman,1997-05-29,2011-08-30
Wang On Group Limited,宏安集團有限公司,01222,Current,CHAN Chun Hong Thomas,陳振康,Executive Director,Managing Director,1997-03-26,2021-02-08
Symphony Holdings Limited,新灃集團有限公司,01223,Current,CHENG Kar Shing,鄭家成,Independent Non Executive Director,,1997-06-04,2014-12-15
C C Land Holdings Limited,中渝置地控股有限公司,01224,Current,LAM Kin Fung Jeffrey,林健鋒,Independent Non Executive Director,,1998-06-03,
C C Land Holdings Limited,中渝置地控股有限公司,01224,Current,LEUNG Wai Fai,梁偉輝,Executive Director,,1999-12-03,
C C Land Holdings Limited,中渝置地控股有限公司,01224,Current,LAM How Mun Peter,林孝文,Executive Director,"Chairman, Managing Director",1998-06-03,
C C Land Holdings Limited,中渝置地控股有限公司,01224,Current,LEUNG Chun Cheong,梁振昌,Executive Director,,1998-06-03,2023-04-18
C C Land Holdings Limited,中渝置地控股有限公司,01224,Current,POON Ho Yee Agnes,潘浩怡,Executive Director,,1998-06-03,2012-07-12
C C Land Holdings Limited,中渝置地控股有限公司,01224,Current,LAM Ping Cheung Andrew,林炳昌,Independent Non Executive Director,,1999-07-08,2006-06-22
Lerado Financial Group Company Limited,隆成金融集團有限公司,01225,Current,HUANG CHEN Li Chu,黃陳麗琚,Executive Director,,1998-11-20,2014-08-22
Lerado Financial Group Company Limited,隆成金融集團有限公司,01225,Current,LIM Pat Wah Patrick,林伯華,Independent Non Executive Director - A/F,,1998-11-20,2014-12-31
Lerado Financial Group Company Limited,隆成金融集團有限公司,01225,Current,HUANG Ying Yuan,黃英源,Executive Director,,1998-11-20,2017-08-31
Lerado Financial Group Company Limited,隆成金融集團有限公司,01225,Current,LEUNG Man Fai,梁文輝,Executive Director,,1998-11-20,2007-12-01
Lerado Financial Group Company Limited,隆成金融集團有限公司,01225,Current,CHEN Hsing Shin,陳信興,Executive Director,CEO,1998-11-20,2008-02-14
Nan Nan Resources Enterprise Limited,南南資源實業有限公司,01229,Current,DENG Ju Neng,鄧巨能,Executive Director,,1998-08-31,2007-07-04
Nan Nan Resources Enterprise Limited,南南資源實業有限公司,01229,Current,LEUNG Kin Yau,梁健友,Executive Director,,1998-08-31,2007-07-04
Nan Nan Resources Enterprise Limited,南南資源實業有限公司,01229,Current,OU Jian Sheng,歐健生,Executive Director,,1999-08-05,2007-07-04
Nan Nan Resources Enterprise Limited,南南資源實業有限公司,01229,Current,LIANG Jin You,梁金友,Executive Director,Chairman,1998-08-31,2007-07-04
National Agricultural Holdings Limited,國農控股有限公司,01236,Delisted,CHIU Kam Hing Kathy,趙金卿,Independent Non Executive Director - A/F,,1999-12-02,2019-11-08
National Agricultural Holdings Limited,國農控股有限公司,01236,Delisted,CHEN Shen Tien,陳森田,Executive Director,,1999-10-08,2012-11-09
National Agricultural Holdings Limited,國農控股有限公司,01236,Delisted,FAN Ping Yi,范平尹,Executive Director,,1999-10-08,2013-11-05
"Shanghai Dazhong Public Utilities (Group) Co., Ltd.",上海大眾公用事業(集團)股份有限公司,01635,Current,ZHONG Jin Xing,鍾晉倖,Executive Director,,1999-04-08,2017-05-25
"Nanjing Sample Technology Co., Ltd.",南京三寶科技股份有限公司,01708,Current,SHA Min,沙敏,Executive Director,"Chairman, CEO",1999-12-10,
"Nanjing Sample Technology Co., Ltd.",南京三寶科技股份有限公司,01708,Current,CHANG Yong,常勇,Executive Director,,1997-12-30,2019-05-27
"Nanjing Sample Technology Co., Ltd.",南京三寶科技股份有限公司,01708,Current,GUO Ya Jun,郭亞軍,Executive Director,,1999-12-20,2014-05-28
Hebei Construction Group Corporation Limited,河北建設集團股份有限公司,01727,Current,LI Bao Yuan,李寶元,Non Executive Director,,1997-10-26,
PRADA S.p.A.,,01913,Current,SALOMONI Marco,,Non Executive Director,,1997-05-15,2013-12-19
Dalipal Holdings Limited,達力普控股有限公司,01921,Current,MENG Fan Yong,孟凡勇,Executive Director,Chairman,1998-09-18,
Pine Care Group Limited,松齡護老集團有限公司,01989,Current,LAM  Yat Hon,林逸漢,Non Executive Director,,1998-09-01,2020-03-23
Chervon Holdings Limited,泉峰控股有限公司,02285,Current,ZHANG Tong,張彤,Executive Director,,1999-06-22,
Chervon Holdings Limited,泉峰控股有限公司,02285,Current,PAN Long Quan,潘龍泉,Executive Director,"Chairman, CEO",1999-06-22,
Chervon Holdings Limited,泉峰控股有限公司,02285,Current,KE Zu Qian,柯祖謙,Executive Director,,1999-06-22,
"Ping An Insurance (Group) Company of China, Ltd.",中國平安保險(集團)股份有限公司,02318,Current,CORNELL Henry,,Non Executive Director,,1998-10-26,2006-05-25
TOM Group Limited,TOM集團有限公司,02383,Current,CHOW WOO Mo Fong Susan,周胡慕芳,Non Executive Director,,1999-10-05,2012-03-05
TOM Group Limited,TOM集團有限公司,02383,Current,CHANG Pui Vee Debbie,張培薇,Non Executive Director,,1999-10-05,
TOM Group Limited,TOM集團有限公司,02383,Current,SIXT Frank John,陸法蘭,Non Executive Director,Chairman,1999-12-15,
TOM Group Limited,TOM集團有限公司,02383,Current,IP Tak Chuen Edmond,葉德銓,Non Executive Director,,1999-10-15,2017-01-01
BOC Aviation Limited,中銀航空租賃有限公司,02588,Current,MARTIN Robert James,,Executive Director,"CEO, Managing Director",1998-07-05,
Weiqiao Textile Company Limited,魏橋紡織股份有限公司,02698,Current,ZHANG Shi Ping,張士平,Non Executive Director,,1999-11-29,2019-05-23
Weiqiao Textile Company Limited,魏橋紡織股份有限公司,02698,Current,QI Xing Li,齊興禮,Executive Director,,1999-11-29,2010-06-01
Weiqiao Textile Company Limited,魏橋紡織股份有限公司,02698,Current,ZHANG Hong Xia,張紅霞,Executive Director,Chairman,1999-11-29,
Standard Chartered Plc,渣打集團有限公司,02888,Current,NARGOLWALA Kaikhushru Shiavax,,Executive Director,,1999-05-07,2007-09-06
Standard Chartered Plc,渣打集團有限公司,02888,Current,DAVIES Evan Mervyn,,Executive Director,CEO,1997-12-16,2009-01-14
Standard Chartered Plc,渣打集團有限公司,02888,Current,CHOW Chung Kong,周松崗,Independent Non Executive Director,,1997-02-24,2008-05-07
Vinda International Holdings Limited,維達國際控股有限公司,03331,Current,LI Chao Wang,李朝旺,Executive Director,Chairman,1999-08-17,
Nanjing Sinolife United Company Limited,南京中生聯合股份有限公司,03332,Current,GUI Ping Hu,桂平湖,Executive Director,Chairman,1999-05-24,
Town Health International Medical Group Limited,康健國際醫療集團有限公司,03886,Current,CHO Kwai Chee,曹貴子,Executive Director,,1999-08-24,2018-03-06
Kingsoft Corporation Limited,金山軟件有限公司,03888,Current,LEI Jun,雷軍,Executive Director,,1998-07-27,2008-08-27
Kingsoft Corporation Limited,金山軟件有限公司,03888,Current,KAU Pak Kwan,求伯君,Executive Director,CEO,1998-07-27,2011-10-24
"China Merchants Bank Co., Ltd.",招商銀行股份有限公司,03968,Current,MA Wei Hua,馬蔚華,Executive Director,CEO,1999-03-18,2013-05-31
"China Merchants Bank Co., Ltd.",招商銀行股份有限公司,03968,Current,WANG Da Xiong,王大雄,Non Executive Director,,1998-04-18,2014-03-21
"China Merchants Bank Co., Ltd.",招商銀行股份有限公司,03968,Current,FU Yu Ning,傅育寧,Non Executive Director,Chairman,1999-03-18,2014-07-10
CITIC Securities Company Limited,中信證券股份有限公司,06030,Current,ZHANG You Jun,張佑君,Non Executive Director,,1999-09-26,2012-06-20
CITIC Securities Company Limited,中信證券股份有限公司,06030,Current,DA Xin Ya,笪新亞,Non Executive Director,Managing Director,1999-09-26,2012-06-20
CITIC Securities Company Limited,中信證券股份有限公司,06030,Current,WANG Dong Ming,王東明,Executive Director,Chairman,1999-09-26,2016-01-19
"SBI Holdings, Inc.",,06488,Delisted,KITAO Yoshitaka,北尾吉孝,Executive Director,CEO,1999-07-08,2014-06-25
Great World Company Holdings Ltd,世大控股有限公司,08003,Current,LAU See Hoi Raymond,劉士凱,Executive Director,"Chairman, CEO",1999-09-13,2007-10-02
Yuxing InfoTech Investment Holdings Limited,裕興科技投資控股有限公司,08005,Current,CHEN Fu Rong,陳福榮,Executive Director,,1999-10-07,2016-05-20
Yuxing InfoTech Investment Holdings Limited,裕興科技投資控股有限公司,08005,Current,WANG An Zhong,王安中,Executive Director,,1999-10-07,2016-06-20
Yuxing InfoTech Investment Holdings Limited,裕興科技投資控股有限公司,08005,Current,ZHU Wei Sha,祝維沙,Executive Director,Chairman,1999-10-07,2017-03-08
