Listed Company's English Name,Listed Company's Chinese Name,Stock Code,Listing Status,Director's English Name,Director's Chinese Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHAN How Chun,陳孝春,Independent Non Executive Director - A/F,,2004-09-28,2019-08-06
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHEUNG Pui,張培,Executive Director,,1992-08-14,2019-02-04
Allan International Holdings Limited,亞倫國際集團有限公司,684,Current,CHEUNG Lun,張倫,Executive Director,Chairman,1992-08-14,2017-03-17
AMCO United Holding Limited,雋泰控股有限公司,630,Current,AU YEUNG Ming Yin Gordon,歐陽銘賢,Independent Non Executive Director - A/F,,2018-03-15,
AMCO United Holding Limited,雋泰控股有限公司,630,Current,GUO Zhen Hui,郭鎮輝,Independent Non Executive Director,,2018-03-15,
AMCO United Holding Limited,雋泰控股有限公司,630,Current,JIA Ming Hui,賈明暉,Executive Director,,2016-09-30,
AMCO United Holding Limited,雋泰控股有限公司,630,Current,YE Meng Mei,葉夢美,Independent Non Executive Director,,2023-06-27,
AMCO United Holding Limited,雋泰控股有限公司,630,Current,ZHANG Heng Xin,張亨鑫,Executive Director,"Chairman, Managing Director",2016-09-06,
AMCO United Holding Limited,雋泰控股有限公司,630,Current,CHAN Tsz Keung,陳自強,Independent Non Executive Director,,2017-10-11,2023-03-27
AMCO United Holding Limited,雋泰控股有限公司,630,Current,WONG Siu Ki,黃兆麒,Independent Non Executive Director,,2015-05-01,2018-03-07
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LI Kwok Fat,李國發,Independent Non Executive Director - A/F,,2015-06-30,2017-12-27
AMCO United Holding Limited,雋泰控股有限公司,630,Current,PENG Shi Yuan,彭詩源,Executive Director,,2016-09-30,2017-12-27
AMCO United Holding Limited,雋泰控股有限公司,630,Current,CHAN Ngai Sang Kenny,陳毅生,Independent Non Executive Director - A/F,,2015-06-30,2017-08-01
AMCO United Holding Limited,雋泰控股有限公司,630,Current,YIP Wai Lun Alvin,葉偉倫,Executive Director,"Chairman, Managing Director",2009-07-31,2017-01-31
AMCO United Holding Limited,雋泰控股有限公司,630,Current,CHENG Kin Chor,鄭堅楚,Executive Director,,2014-10-01,2017-01-01
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LEUNG Ming Yuen,梁明遠,Executive Director,,2015-05-01,2016-11-30
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LEUNG Mei Han,梁美嫻,Executive Director,,2012-01-01,2015-11-09
AMCO United Holding Limited,雋泰控股有限公司,630,Current,CHAN Kam Kwan Jason,陳錦坤,Independent Non Executive Director - A/F,,2004-08-11,2015-06-30
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LAU Man Tak,劉文德,Independent Non Executive Director - A/F,,2010-10-29,2015-06-30
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LEUNG Ka Kui Johnny,梁家駒,Independent Non Executive Director,,2000-01-28,2015-06-30
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LAM Suk Ling Shirley,林淑玲,Executive Director,,2010-02-08,2011-12-31
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LEE Cheuk Yin Dannis,李卓然,Executive Director,,2010-10-29,2011-10-31
AMCO United Holding Limited,雋泰控股有限公司,630,Current,MA Bo Ping,麻伯平,Executive Director,,2009-12-18,2011-05-23
AMCO United Holding Limited,雋泰控股有限公司,630,Current,ZHOU Yu Sheng,周豫盛,Executive Director,,2010-01-25,2011-05-23
AMCO United Holding Limited,雋泰控股有限公司,630,Current,HO Yin King Helena,何燕琼,Executive Director,"Chairman, Managing Director",1994-08-19,2010-10-18
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LO Kok Kee,盧國基,Independent Non Executive Director,,2009-07-27,2010-08-21
AMCO United Holding Limited,雋泰控股有限公司,630,Current,CHEUNG Sze Ming,張詩敏,Executive Director,,2005-04-22,2009-12-31
AMCO United Holding Limited,雋泰控股有限公司,630,Current,HO Fai Keung Jacky,何輝強,Executive Director,,1994-08-19,2009-12-31
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LI Sau Hung Eddy,李秀恒,Independent Non Executive Director,,1996-07-31,2009-07-18
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LO Suk King,盧淑琼,Executive Director,,2005-04-22,2009-07-18
AMCO United Holding Limited,雋泰控股有限公司,630,Current,LOW Nyap Heng,劉燁賸,Executive Director,,2003-04-22,2007-03-21
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,FENG Chang Li,馮長利,Independent Non Executive Director,,2018-06-05,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,TIAN Yong,田勇,Executive Director,,2022-12-19,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WANG Bao Jun,王保軍,Executive Director,,2021-05-07,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WANG Jian Hua,汪建華,Independent Non Executive Director,,2019-05-28,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WANG Wang Lin,王旺林,Independent Non Executive Director,,2020-03-16,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WANG Yi Dong,王義楝,Executive Director,Chairman,2013-07-08,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,ZHANG Hong Jun,張紅軍,Executive Director,,2023-03-22,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,ZHU Ke Shi,朱克實,Independent Non Executive Director,,2020-11-30,
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,XU Shi Shuai,徐世帥,Executive Director,,2022-01-06,2022-12-29
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,YANG Xu,楊旭,Executive Director,,2022-05-26,2022-10-11
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LI Zhong Wu,李忠武,Executive Director,,2020-03-16,2022-03-25
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LI Zhen,李鎮,Executive Director,,2018-03-05,2021-11-19
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,MA Lian Yong,馬連勇,Executive Director,,2018-03-05,2021-03-16
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WU Da Jun,吳大軍,Independent Non Executive Director,,2016-06-08,2020-11-30
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,MA Wei Guo,馬衛國,Independent Non Executive Director,,2016-06-08,2020-02-24
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,XIE Jun Yong,謝俊勇,Executive Director,,2018-03-05,2019-12-27
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LUO Yu Cheng,羅玉成,Independent Non Executive Director - A/F,,2016-06-08,2018-06-05
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LI Zhong Wu,李忠武,Executive Director,,2016-06-08,2018-03-05
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,ZHANG Jing Fan,張景凡,Executive Director,,2015-10-12,2018-03-05
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,YAO Lin,姚林,Executive Director,Chairman,2015-06-03,2017-11-23
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,CHAU Chi Wai,周志偉,Independent Non Executive Director - A/F,,2014-06-04,2016-06-08
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,CHEN Fang Zheng,陳方正,Independent Non Executive Director,,2013-07-08,2016-06-08
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LIU Zheng Dong,劉正東,Independent Non Executive Director,,2014-06-04,2016-06-08
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,QU Xuan Hui,曲選輝,Independent Non Executive Director,,2013-07-08,2016-06-08
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,ZHANG Li Fen,張立芬,Executive Director,,2015-06-03,2016-06-08
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,MA Lian Yong,馬連勇,Executive Director,,2013-07-08,2015-05-05
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,YANG Hua,楊華,Executive Director,,2000-10-18,2015-05-05
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,TANG Fu Ping,唐复平,Executive Director,,2013-07-08,2015-03-30
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,ZHANG Xiao Gang,張曉剛,Executive Director,Chairman,2007-03-26,2015-03-30
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,KWONG Chi Kit Victor,鄺志傑,Independent Non Executive Director - A/F,,2009-09-18,2014-06-04
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LI Shi Jun,李世俊,Independent Non Executive Director,,2009-06-12,2014-06-04
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,CHEN Ming,陳明,Executive Director,,2009-02-06,2013-08-29
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,MA Guo Qiang,馬國強,Independent Non Executive Director,,2009-06-12,2013-05-24
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,YU Wan Yuan,于萬源,Executive Director,,2009-06-12,2013-05-24
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,FU Ji Hui,付吉會,Executive Director,,1997-05-07,2013-05-15
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LIU Wei,劉偉,Independent Non Executive Director,,2009-06-12,2010-06-21
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,TANG Fu Ping,唐复平,Executive Director,,2005-12-28,2009-06-26
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,FU Wei,付偉,Executive Director,,2003-05-23,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LI Chak Yan Francis,李澤恩,Independent Non Executive Director,,2003-05-23,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LIN Da Qing,林大慶,Executive Director,,2006-06-20,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LIU Yong Ze,劉永澤,Independent Non Executive Director - A/F,,2002-11-20,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WANG Chun Ming,王春明,Executive Director,,2006-06-20,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WANG Lin Sen,王林森,Independent Non Executive Director,,2003-05-23,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WANG Xiao Bin,王小彬,Independent Non Executive Director - A/F,,2005-05-09,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,WU Xi Chun,吳溪淳,Independent Non Executive Director,,2006-06-20,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,YU Wan Yuan,于萬源,Non Executive Director,,1999-11-01,2009-06-12
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,HUANG Hao Dong,黃浩東,Executive Director,,2005-12-28,2008-11-28
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,LIU Jie,劉玠,Executive Director,Chairman,2003-05-23,2007-02-02
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,YAO Lin,姚林,Executive Director,,2003-05-23,2006-06-20
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,YAO Wei Ting,姚維汀,Independent Non Executive Director - A/F,,2003-05-23,2006-06-20
Angang Steel Company Limited,鞍鋼股份有限公司,347,Current,ZHANG Li Fen,張立芬,Executive Director,,2003-05-23,2006-06-08
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,HO Shuk Yee Samantha,何淑懿,Independent Non Executive Director,,2022-05-31,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,LI Qun Feng,李群峰,Executive Director,,2019-05-30,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,QU Wen Zhou,屈文洲,Independent Non Executive Director - A/F,,2022-05-31,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,WANG Jian Chao,王建超,Executive Director,Chairman,2014-05-28,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,WU Tie Jun,吳鐵軍,Executive Director,,2022-05-31,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,YANG Jun,楊軍,Executive Director,,2022-07-13,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,ZHANG Yun Yan,張雲燕,Independent Non Executive Director,,2019-05-30,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,ZHOU  Xiao Chuan,周小川,Executive Director,,2021-11-08,
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,LEUNG Tat Kwong Simon,梁達光,Independent Non Executive Director,,2016-06-02,2022-05-31
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,WU Bin,吳斌,Executive Director,,2016-06-02,2022-05-31
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,ZHANG Xiao Rong,張曉榮,Independent Non Executive Director,,2021-02-03,2022-05-31
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,WANG Cheng,王誠,Executive Director,,2021-05-28,2022-05-17
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,DING Feng,丁鋒,Non Executive Director,,2016-06-02,2021-09-17
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,GAO Deng Bang,高登榜,Executive Director,,2016-06-02,2021-04-22
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,YANG Mian Zhi,楊棉之,Independent Non Executive Director,,2016-06-02,2021-02-03
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,TAI Kwok Leung Alexander,戴國良,Independent Non Executive Director - A/F,,2013-05-28,2019-05-30
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,ZHOU Bo,周波,Executive Director,,2013-05-28,2018-06-08
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,GUO Jing Bin,郭景彬,Non Executive Director,,2014-06-20,2016-06-02
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,WONG Kun Kau,黃灌球,Independent Non Executive Director,,2012-05-31,2016-06-02
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,ZHANG Ming Jing,章明靜,Executive Director,,2011-05-31,2016-06-02
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,ZHAO Jian Guang,趙建光,Independent Non Executive Director,,2015-03-10,2016-06-02
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,GUO Wen San,郭文叁,Executive Director,Chairman,1997-09-01,2015-12-04
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,FANG Jun Wen,方俊文,Independent Non Executive Director,,2013-05-28,2015-01-07
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,GUO Jing Bin,郭景彬,Executive Director,,1997-09-01,2014-06-20
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,JI Qin Ying,紀勤應,Executive Director,,2009-12-23,2013-11-01
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,DING Mei Cai,丁美彩,Independent Non Executive Director - A/F,,2007-06-01,2013-05-28
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,KANG Woon,康洹,Independent Non Executive Director,,2007-06-01,2013-05-28
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,WU Jian Ping,吳建平,Executive Director,,2009-12-23,2013-05-28
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,CHAN Yuk Tong,陳育棠,Independent Non Executive Director,,2006-06-16,2012-05-31
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,QI Sheng Li,齊生立,Executive Director,,2009-12-24,2011-03-28
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,LI Shu Nan,李順安,Executive Director,,2004-05-12,2009-12-23
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,REN Yong,任勇,Executive Director,,2005-05-18,2009-12-23
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,YU Biao,余彪,Executive Director,,1997-09-01,2009-12-23
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,DING Zhi Ming,丁志明,Independent Non Executive Director - A/F,,2004-05-24,2007-05-31
Anhui Conch Cement Company Limited,安徽海螺水泥股份有限公司,914,Current,XUE Tong Zu,薛同袓,Independent Non Executive Director,,2004-05-12,2007-05-31
Anhui Expressway Company Limited,安徽皖通高速公路股份有限公司,995,Current,CHEN Ji Ping,陳季平,Executive Director,,2021-07-16,
Anhui Expressway Company Limited,安徽皖通高速公路股份有限公司,995,Current,DU Jian,杜漸,Non Executive Director,,2016-05-20,
Anhui Expressway Company Limited,安徽皖通高速公路股份有限公司,995,Current,FANG Fang,方芳,Independent Non Executive Director,,2020-08-17,
Anhui Expressway Company Limited,安徽皖通高速公路股份有限公司,995,Current,LIU Hao,劉浩,Independent Non Executive Director,,2017-08-17,
Anhui Expressway Company Limited,安徽皖通高速公路股份有限公司,995,Current,TAO Wen Sheng,陶文勝,Executive Director,,2021-07-16,
